QuestionId,Title,Link,Tags,Content,Time,Votes,Answers,Views,Accepted,Detailed,Definitive
70367231,Pod-to-pod communication doens't work with Python socket in k8s,https://stackoverflow.com/questions/70367231/pod-to-pod-communication-doenst-work-with-python-socket-in-k8s,"['python', 'docker', 'sockets', 'kubernetes']","Problem
In our project, we want two pods working as server-client that communicate via the Python socket library. Both containers are built locally with docker build, pulled locally via ...",2021-12-15 16:39:02Z,0,3,277,True,False,False
70367116,Kubernetes promtail sidecar: how to get labels from the parent pod metadata,https://stackoverflow.com/questions/70367116/kubernetes-promtail-sidecar-how-to-get-labels-from-the-parent-pod-metadata,"['kubernetes', 'loki', 'promtail']","I have some kubernetes applications that log to files rather than stdout/stderr, and I collect them with Promtail sidecars. But since the sidecars execute with ""localhost"" target, I don't ...",2021-12-15 16:29:29Z,1,1,2000,False,False,False
70366074,Ingress not working from official kubernetes tutorial,https://stackoverflow.com/questions/70366074/ingress-not-working-from-official-kubernetes-tutorial,"['kubernetes', 'kubernetes-ingress', 'minikube', 'nginx-ingress']","I am following this official k8 ingress tutorial. However I am not able to curl the minikube IP address and access the ""web"" application.
minikube addons enable ingress
kubectl create ...",2021-12-15 15:14:59Z,2,2,2000,True,False,False
70365550,Unschedulable GPU workload on GKE from node pool,https://stackoverflow.com/questions/70365550/unschedulable-gpu-workload-on-gke-from-node-pool,"['kubernetes', 'google-cloud-platform', 'gpu', 'google-kubernetes-engine']","I am running a GPU intensive workload on demand on GKE Standard, where I have created the appropriate node pool with minimum 0 and maximum 5 nodes. However, when a Job is scheduled on the node pool, ...",2021-12-15 14:36:41Z,2,2,585,True,False,False
70364991,Kubernetes yaml deployment - unable to create a symbolic link,https://stackoverflow.com/questions/70364991/kubernetes-yaml-deployment-unable-to-create-a-symbolic-link,"['nginx', 'kubernetes', 'kubernetes-pod']","I am trying to make an nginx deployment and during the container creation, I want to create multiply symbolic links. But for some reason, it doesn't work and the container crashes.
apiVersion: apps/v1
...",2021-12-15 13:59:52Z,1,2,905,True,False,False
70364949,Multiple FastAPI services on the same page,https://stackoverflow.com/questions/70364949/multiple-fastapi-services-on-the-same-page,"['kubernetes', 'swagger', 'kubernetes-ingress', 'fastapi']","I am using FastAPI to create multiple services.
It works in a somewhat strange way, but basically I have a generic FastAPI service and a CI/CD that downloads multiple installable packages to create ...",2021-12-15 13:57:49Z,1,0,237,False,False,False
70364421,why the kubectl forwad connection could not keep for long time,https://stackoverflow.com/questions/70364421/why-the-kubectl-forwad-connection-could-not-keep-for-long-time,['kubernetes'],"I have a kubernetes cluster in google cloud. Due to the resource limit, I could not run a app that would take a large amount of memory. So I run the app in another cloud machine, and using kubectl to ...",2021-12-15 13:19:48Z,1,1,302,False,False,False
70362470,Limesurvey: Redirection on wrong port,https://stackoverflow.com/questions/70362470/limesurvey-redirection-on-wrong-port,"['php', 'kubernetes', 'redirect', 'traefik', 'limesurvey']","I'm currently working on setting up a LimeSurvey (version 5.1.17) inside a Kubernetes cluster. When trying to access the /admin/ endpoint it works perfectly, but if I try to reach /admin endpoint, I ...",2021-12-15 10:56:23Z,1,0,124,False,False,False
70362407,Make Airflow load all keys in a Kubernetes secret without specifying the keys,https://stackoverflow.com/questions/70362407/make-airflow-load-all-keys-in-a-kubernetes-secret-without-specifying-the-keys,"['kubernetes', 'kubernetes-secrets', 'airflow-2.x']","I am using Google Cloud Composer 1.17.7 with Airflow 2.1.4.
I am mainly following these docs.
I created a Kubernetes secret that looks like this:
apiVersion: v1
data:
  KEY1: base64encodedvalue1
  ...",2021-12-15 10:53:06Z,0,1,833,False,False,False
70362216,getting error while implementing metric server inside the Kubernetes,https://stackoverflow.com/questions/70362216/getting-error-while-implementing-metric-server-inside-the-kubernetes,"['kubernetes', 'google-kubernetes-engine', 'hpa']","""Failed to scrape node"" `
err=""GET \""https://10.128.0.17:10250/stats/summary? 
only_cpu_and_memory=true\"": bad status code \""403 Forbidden\"""" 
node=""gke-...",2021-12-15 10:37:13Z,2,1,4000,False,False,False
70362201,Is it possible to enforce a hard memory limit on pods?,https://stackoverflow.com/questions/70362201/is-it-possible-to-enforce-a-hard-memory-limit-on-pods,"['kubernetes', 'kubernetes-pod', 'docker-container']","A Container can exceed its memory request [...]. If a Container allocates more memory than its limit, the Container becomes a candidate for termination.

From the documentation I understand setting ...",2021-12-15 10:36:20Z,3,2,1000,False,False,False
70362200,Kubernetes service account with upgrade/patch permission to annotation of deployment,https://stackoverflow.com/questions/70362200/kubernetes-service-account-with-upgrade-patch-permission-to-annotation-of-deploy,"['kubernetes', 'kubernetes-deployment', 'kubernetes-security', 'kubernetes-rbac']",I want to create kubernetes service account and roles/rbac which will grant permission to patch/update annotations of deployment. service account should not able to perform any other update on ...,2021-12-15 10:36:19Z,0,1,1000,False,False,False
70362082,unable to connect with pod running in GKE,https://stackoverflow.com/questions/70362082/unable-to-connect-with-pod-running-in-gke,"['kubernetes', 'google-kubernetes-engine', 'gke-networking']","Created 3 node GKE cluster.

From cmd prompt local logged into gcloud.

Created a pod with nginx container and exposed port 80
apiVersion: v1
kind: Pod
metadata:
  name: basicpod
  labels:
    type: ...",2021-12-15 10:27:50Z,0,2,591,False,False,False
70361989,how to use custom SCC in Kubernetes / openShift,https://stackoverflow.com/questions/70361989/how-to-use-custom-scc-in-kubernetes-openshift,"['kubernetes', 'google-cloud-platform', 'openshift']","I would want to use a custom Secure Content Context on my deployment.yaml .
so one of my colleague create a custom SCC and applied it .
$oc get scc 
restricted-plus  false <no value>  MustRunAs  ...",2021-12-15 10:21:14Z,0,1,361,True,False,False
70361464,Mongodb Authentication failed in Kubernetes (minikube),https://stackoverflow.com/questions/70361464/mongodb-authentication-failed-in-kubernetes-minikube,"['mongodb', 'kubernetes', 'minikube']","Creating a mongodb from the below minikube deployment, I am not able to authenticate from the command line.
Basically I'd just want to list all databases because I suspect there is an issue with the ...",2021-12-15 09:44:55Z,1,1,1000,False,False,False
70361286,Add a string to a command operator - Envoy Access logging,https://stackoverflow.com/questions/70361286/add-a-string-to-a-command-operator-envoy-access-logging,"['c++', 'kubernetes', 'devops', 'istio', 'envoyproxy']",I am trying to customize some of envoy operators. I would like to add some tags to different operators in envoy source code like %DOWNSTREAM_REMOTE_ADDRESS_WITHOUT_PORT% but I am not sure how to do it ...,2021-12-15 09:32:26Z,1,0,124,False,False,False
70360242,How to replace statefulset with deployment,https://stackoverflow.com/questions/70360242/how-to-replace-statefulset-with-deployment,"['kubernetes', 'deployment', 'sts']","We have an sts, say as below for example -
apiVersion: apps/v1
kind: StatefulSet
metadata:
  name: test-app-onkar
spec:
  serviceName: test-app-onkar
  selector:
    matchLabels:
      app: test-app-...",2021-12-15 08:06:43Z,0,0,274,False,False,False
70360181,Elasticsearch/kibana Logs export via raw log format,https://stackoverflow.com/questions/70360181/elasticsearch-kibana-logs-export-via-raw-log-format,"['elasticsearch', 'kubernetes', 'kibana', 'elk']","We have elasticsearch, filebeat, kibana at our stateful deployment inside kubernetes cluster. We have nfs server outside of kuberentes cluster as VM from where we've using static provisioning of NFS ...",2021-12-15 08:02:15Z,1,0,581,False,False,False
70359784,Deployment error while referring deployment yaml directly from remote URL,https://stackoverflow.com/questions/70359784/deployment-error-while-referring-deployment-yaml-directly-from-remote-url,"['kubernetes', 'kubectl', 'kubernetes-deployment']","I have a file uploaded in cloud storage and when I try to deploy the yaml using the url of file it always throws below error, tried with multiple files and even with sample nginx yaml. Also I tried ...",2021-12-15 07:24:28Z,-1,1,146,True,False,False
70359639,Traefik ingressroute returns 404 not found,https://stackoverflow.com/questions/70359639/traefik-ingressroute-returns-404-not-found,"['kubernetes', 'traefik', 'traefik-ingress']","I'm using Traefik ingress controller. When I request to my domain https://harbor.domain.com/ it returns 404 not found. what's wrong with my ingressroute?
apiVersion: traefik.containo.us/v1alpha1
kind: ...",2021-12-15 07:09:42Z,1,0,762,False,False,False
70359222,kubectl exec: $PATH: unknown command terminated with exit code 126,https://stackoverflow.com/questions/70359222/kubectl-exec-path-unknown-command-terminated-with-exit-code-126,"['bash', 'kubernetes', 'kubectl']","Trying to exec into a container with the following command
kubectl exec -it my-pod my-container1 -- bash
Gives error:

OCI runtime exec failed: exec failed: container_linux.go:367: starting container ...",2021-12-15 06:25:02Z,0,1,2000,False,False,False
70359202,kubernetes RBAC : allow to scale deployments upto 6 replicas,https://stackoverflow.com/questions/70359202/kubernetes-rbac-allow-to-scale-deployments-upto-6-replicas,"['kubernetes', 'deployment', 'scaling', 'rbac']","I have implemented RBAC in my project. Given permission to scale deployment but there is no upper limit to scale and it is getting misused. People are scaling deployments to 15, 20 pods. Is there any ...",2021-12-15 06:22:51Z,0,1,360,False,False,False
70358997,"invalid from flag value basebuild: pull access denied for basebuild, repository does not exist or may require 'docker logi",https://stackoverflow.com/questions/70358997/invalid-from-flag-value-basebuild-pull-access-denied-for-basebuild-repository,"['linux', 'azure', 'docker', 'kubernetes', 'registry']","I have built Docker image using below image file
FROM    centos:7 AS base

RUN     yum -y install libgomp && \
        yum clean all;
FROM        base AS build

WORKDIR     /tmp/workdir
RUN   ...",2021-12-15 05:55:05Z,0,1,953,False,False,False
70358963,How to convert a prefix+domain name to a directory/prefix in EKS(kubernetes),https://stackoverflow.com/questions/70358963/how-to-convert-a-prefixdomain-name-to-a-directory-prefix-in-ekskubernetes,"['kubernetes', 'kubernetes-ingress', 'amazon-eks']","I have a Route53 and EKS environment.
I have written several domain names in EKS ingress-controller, and now I need to access each directory using URLs.
If you have a domain name, ""example.com&...",2021-12-15 05:50:33Z,0,1,80,True,False,False
