QuestionId,Title,Link,Tags,Content,Time,Votes,Answers,Views,Accepted,Detailed,Definitive
75887674,How to tune garbage collector for unused images in GKE cluster?,https://stackoverflow.com/questions/75887674/how-to-tune-garbage-collector-for-unused-images-in-gke-cluster,"['kubernetes', 'garbage-collection', 'google-kubernetes-engine']","I want to adjust garbage collector to autoclean images from nodes after 70% free space on node, so i need to descrease tresh hold for this because by default it's 85%
https://kubernetes.io/docs/...",2023-03-30 11:30:57Z,0,1,142,False,False,False
75887668,Can we associate K8s serviceAccount with multiple aws IAM role,https://stackoverflow.com/questions/75887668/can-we-associate-k8s-serviceaccount-with-multiple-aws-iam-role,"['amazon-web-services', 'kubernetes', 'amazon-eks', 'k8s-serviceaccount']","is it possible in eks to associate  serviceAccount with multiple aws IAM roles? am I allowed to provide multiple arns in service account annotations?
eg

apiVersion: v1
kind: ServiceAccount
metadata:
 ...",2023-03-30 11:30:33Z,2,1,444,False,False,False
75887561,fabric8 KubernetesClient equivalent of 'kubectl apply -f',https://stackoverflow.com/questions/75887561/fabric8-kubernetesclient-equivalent-of-kubectl-apply-f,"['java', 'kubernetes', 'kubectl', 'fabric8-kubernetes-client']","I am running automation tests which apply kubernetes yamls to a kubernetes cluster using the fabric8 kubernetes client.
One of the features I like about kubectl apply -f is that if I attempt to apply ...",2023-03-30 11:20:22Z,0,2,213,False,False,False
75887304,Error looking up service account when using role binding,https://stackoverflow.com/questions/75887304/error-looking-up-service-account-when-using-role-binding,"['kubernetes', 'k8s-serviceaccount']","I have a helm chart that I have created.
In this chart, I have a template for a Job with a post-install hook (code below), custom resource, and config map.
apiVersion: batch/v1
kind: Job
metadata:
  ...",2023-03-30 10:53:22Z,0,1,291,False,False,False
75887261,Rancher failed to install (cattle-system CrashLoopBackOff) on OpenSUSE 15.4,https://stackoverflow.com/questions/75887261/rancher-failed-to-install-cattle-system-crashloopbackoff-on-opensuse-15-4,"['kubernetes', 'rancher']","I am quite new in Kubernetes and installing Cluster with Rancher first time..
Errors:
kubectl -n cattle-system rollout status deploy/rancher
error: deployment ""rancher"" exceeded its progress ...",2023-03-30 10:49:05Z,0,0,285,False,False,False
75887204,Error while trying to use AWS-SDK in JsPolicy,https://stackoverflow.com/questions/75887204/error-while-trying-to-use-aws-sdk-in-jspolicy,"['javascript', 'kubernetes', 'aws-sdk', 'aws-sdk-js']","I'm new to using JsPolicy and I'm trying to define a simple cluster policy to deny access on default namespaces. However, I'm having trouble getting the policy to work properly. Here's my policy YAML:
...",2023-03-30 10:43:14Z,0,0,31,False,False,False
75887048,Openebs jiva / Pod is not writing any data in the volume,https://stackoverflow.com/questions/75887048/openebs-jiva-pod-is-not-writing-any-data-in-the-volume,"['kubernetes', 'volume', 'openebs']","I have OpenEBS jiva installed on my Kubernetes Cluster. In the Openebs jiva installation documentation there is a note:
""By default, the volume data is stored at /var/openebs/<pvc-*> on the ...",2023-03-30 10:29:02Z,0,0,46,False,False,False
75887025,shrink indices with ILP to original names elasticsearch indices with shrinked word at end,https://stackoverflow.com/questions/75887025/shrink-indices-with-ilp-to-original-names-elasticsearch-indices-with-shrinked-wo,"['elasticsearch', 'kubernetes', 'kibana']","Good day!
i got this ILP in elastic search
           { ""name"": ""77-days"", ""body"": { ""policy"": { ""phases"": { ""hot"": { ""min_age"": &...",2023-03-30 10:26:03Z,0,0,9,False,False,False
75886736,"`kube-proxy` uses `iptables` mode, what is the access principle?",https://stackoverflow.com/questions/75886736/kube-proxy-uses-iptables-mode-what-is-the-access-principle,['kubernetes'],"kube- proxy uses iptables mode, what is the access principle?

Is it client --> iptables --> pod or client --> iptables --> kube-proxy --> pod ?
I've read elsewhere that it's  client --&...",2023-03-30 09:58:48Z,0,0,45,False,False,False
75886646,"Continuous Deployment (CD) Using Argo CD for SaaS tenant provisioning or other options, as opposed to using to to create multiple enviroments/regions",https://stackoverflow.com/questions/75886646/continuous-deployment-cd-using-argo-cd-for-saas-tenant-provisioning-or-other-o,"['kubernetes', 'digital-ocean', 'provisioning', 'argocd', 'asp.net-core-7.0']","I am following EKS SaaS - Reference Solution by AWS developer's guide in this Github repository: EKS SaaS - Reference Solution
and by watching this video: Building a Multi-tenant SaaS solution on AWS
...",2023-03-30 09:50:13Z,0,0,65,False,False,False
75886356,Kubernetes: how to assign cpus according to memory?,https://stackoverflow.com/questions/75886356/kubernetes-how-to-assign-cpus-according-to-memory,['kubernetes'],"For example:
A node has 48Cores/64G(2 numa node, 24Cores/32G per numa node).
Pod P1 needs 12Cores/32G, Pod P2 needs 12Cores/16G.
By default, the CPUManager will pack CPUs onto one NUMA node until it ...",2023-03-30 09:21:25Z,0,1,69,False,False,False
75886095,Difference between a rollout restart and kill a pod,https://stackoverflow.com/questions/75886095/difference-between-a-rollout-restart-and-kill-a-pod,['kubernetes'],"What is the difference between a rollout restart of a deployment and killing a pod ?
Both will recreate the pods no matter what.",2023-03-30 08:55:45Z,0,1,493,False,False,False
