QuestionId,Title,Link,Tags,Content,Time,Votes,Answers,Views,Accepted,Detailed,Definitive
76784502,Need help deploying my CLI application in minikube,https://stackoverflow.com/questions/76784502/need-help-deploying-my-cli-application-in-minikube,"['docker', 'kubernetes', 'command-line-interface', 'minikube']",I have developed an application that accepts the URL of a webpage as input and generates a comprehensive Lighthouse report for the specified webpage.Lighthouse is an open-source tool developed by ...,2023-07-28 02:27:36Z,-1,0,10,False,False,False
76783906,Problem MongoDB Community Kubernetes Operator,https://stackoverflow.com/questions/76783906/problem-mongodb-community-kubernetes-operator,"['c#', 'mongodb', 'kubernetes', 'nutanix']","After deploying a mongo base on a local eks cluster on carbon using mongodb-kubernetes-operator
The replicas, the ssl connection inside the cluster works correctly, but to connect out of cluster using ...",2023-07-27 23:01:09Z,0,0,12,False,False,False
76783892,How can I schedule cleanup of abandoned files on a Persistent Volume mounted into a StatefulSet pod?,https://stackoverflow.com/questions/76783892/how-can-i-schedule-cleanup-of-abandoned-files-on-a-persistent-volume-mounted-int,"['kubernetes', 'persistent-volumes', 'kubernetes-statefulset']","I have a StatefulSet which has a Persistent Volume (AWS EBS). I have a single container in my pod which is a HTTP service that ingests files, processes them, and then deletes them synchronously. I use ...",2023-07-27 22:56:56Z,0,0,18,False,False,False
76783878,Prometheus: How to run unit tests against PrometheusRule kubernetes manifests,https://stackoverflow.com/questions/76783878/prometheus-how-to-run-unit-tests-against-prometheusrule-kubernetes-manifests,"['kubernetes', 'yaml', 'prometheus', 'prometheus-alertmanager']","I wish to use promtool to run unit tests against alerts that I have setup e.g.
promtool test rules alert-test.yaml

Here's an example test file:
# alert-test.yaml
rule_files: 
- 'my-alert.yaml'
tests:
...",2023-07-27 22:54:21Z,0,1,15,False,False,False
76783699,Kubernetes SelfSubjectRulesReview -- actually appropriate for a UI?,https://stackoverflow.com/questions/76783699/kubernetes-selfsubjectrulesreview-actually-appropriate-for-a-ui,['kubernetes'],"I’m working on an application which interacts with K8s, and tries to make the operations our users are performing as simple and straightforward as possible. We want to disable actions the user can’t ...",2023-07-27 22:07:57Z,0,0,6,False,False,False
76783017,Generating self-signed certificates for Kubernetes pods and services,https://stackoverflow.com/questions/76783017/generating-self-signed-certificates-for-kubernetes-pods-and-services,"['kubernetes', 'ssl']","I want to create a SSL certificate for one or more Kubernetes pods or services. I can generate a SSL certificate for them by specifying its IP address for it. However, these IP addresses change. In ...",2023-07-27 19:56:28Z,0,0,16,False,False,False
76782757,NATS streaming server breaks when subscribing a listener in Node JS,https://stackoverflow.com/questions/76782757/nats-streaming-server-breaks-when-subscribing-a-listener-in-node-js,"['node.js', 'kubernetes', 'nats.io']","I'm trying to subscribe a listener to NATS streaming server to communicate two NodeJS pods in Kubernetes, but NATS prompts the following error:
[be-contact-form] /usr/src/app/node_modules/nats/lib/...",2023-07-27 19:09:59Z,2,0,6,False,False,False
76782072,dns lookup issue on 1.26.7 version kubernetes cluster,https://stackoverflow.com/questions/76782072/dns-lookup-issue-on-1-26-7-version-kubernetes-cluster,"['kubernetes', 'dns', 'containerd']","I have built a single control-plane 5 worker nodes cluster using kubeadm and containerd as container runtime. I have deployed a simple debian pod and I am getting flapping results in dns requests.
 ...",2023-07-27 17:12:46Z,0,0,10,False,False,False
76781944,Using Karpenter to autoscale spark on Kubernetes cluster,https://stackoverflow.com/questions/76781944/using-karpenter-to-autoscale-spark-on-kubernetes-cluster,"['apache-spark', 'kubernetes', 'karpenter']","We are currently using EMR to run our Spark service and we want to migrate to Kubernetes.
One of the things we thought of doing is using karpenter as the autoscaler of the Spark Kubernetes cluster we ...",2023-07-27 16:55:39Z,0,0,6,False,False,False
76781903,Accessing Kerberos NFS filer from kubernetes pod,https://stackoverflow.com/questions/76781903/accessing-kerberos-nfs-filer-from-kubernetes-pod,"['kubernetes', 'kerberos']","I'm trying to access NFS filer protected with Kerberos from my kubernetes pod using keytab file. To achieve this here is what I have done so far.

Created Dockerfile with Kerberos tools installed in ...",2023-07-27 16:49:30Z,0,0,9,False,False,False
76781630,Failed to fetch http://security.debian.org/debian-security/pool/updates/main/a/apt/apt-transport-https_1.4.11_amd64.deb,https://stackoverflow.com/questions/76781630/failed-to-fetch-http-security-debian-org-debian-security-pool-updates-main-a-a,"['docker', 'kubernetes', 'vagrant']","I am trying to run vagrant up with 1 master node and 2 slave nodes. But when I try to run ""vagrant up"" its stop and says E:
Failed to fetch http://security.debian.org/debian-security/pool/...",2023-07-27 16:12:24Z,0,0,8,False,False,False
76781590,Deploying PubSub emulator to Kubernetes,https://stackoverflow.com/questions/76781590/deploying-pubsub-emulator-to-kubernetes,"['kubernetes', 'google-cloud-platform', 'google-cloud-pubsub', 'google-cloud-pubsub-emulator']","I'm new to Kubernetes and appreciate some direction.
I'm setting up a testing environment in Kubernetes via helm charts. One testing dependency is PubSub. I want to spin up a PubSub emulator container ...",2023-07-27 16:07:10Z,0,0,6,False,False,False
76780531,Kubernetes Cronjob not picking up values provided by Hashicorp Vault Agent Injector,https://stackoverflow.com/questions/76780531/kubernetes-cronjob-not-picking-up-values-provided-by-hashicorp-vault-agent-injec,"['kubernetes', 'hashicorp-vault']","Hit a brick wall with exploring any more options with this so any help is greatly appreciated.
I've setup a new cronjob within a K8s namespace on GKE, modelled on existing cronjobs.  Basically the job ...",2023-07-27 13:59:52Z,0,0,8,False,False,False
76780338,Configure a side car container for Jenkins slave created with jenkinsci kubernetes-plugin,https://stackoverflow.com/questions/76780338/configure-a-side-car-container-for-jenkins-slave-created-with-jenkinsci-kubernet,"['kubernetes', 'jenkins', 'jenkins-plugins']","I have this yaml file that configures my Jenkins slave container on k8s via the plugin:
clouds:
  - kubernetes:
      ...
      name: ""kubernetes""
      templates:
      - name: jenkins-...",2023-07-27 13:38:23Z,0,1,8,False,False,False
76780191,How to initialize InnoDB Cluster created via Kubernetes mysql-operator through simple script.sql,https://stackoverflow.com/questions/76780191/how-to-initialize-innodb-cluster-created-via-kubernetes-mysql-operator-through-s,"['mysql', 'kubernetes', 'initialization', 'innodb', 'mysql-operator']","I've successfully deployed in Kubernetes a InnoDB Cluster via mysql-operator and I've also set up the scheduled backup. I'm also able to init the DB via the same backup created by InnoDB.
However I ...",2023-07-27 13:22:07Z,1,0,4,False,False,False
76779942,Distribute tasks between multiple instance of application using NestJs and k8s,https://stackoverflow.com/questions/76779942/distribute-tasks-between-multiple-instance-of-application-using-nestjs-and-k8s,"['kubernetes', 'nestjs', 'scheduled-tasks']",I have a cron job which runs for every 3 seconds and we have 3 instances(3 k8s pods) running for this. So when ever the job runs I need to query a list of unprocessed records and then publish them to ...,2023-07-27 12:53:56Z,0,0,10,False,False,False
76779827,Kubernetes internal redirects,https://stackoverflow.com/questions/76779827/kubernetes-internal-redirects,"['kubernetes', 'redirect', 'load-balancing', 'kubernetes-ingress']","I'm trying to implement a custom load balancer based on headless service. What I found working (for now) was the following setup:

worker
worker-service
load-balancer
load-balancer-service
headless-...",2023-07-27 12:39:21Z,0,0,7,False,False,False
76778878,Azure aks-nodepool unavalable - Remote disk disconnected [closed],https://stackoverflow.com/questions/76778878/azure-aks-nodepool-unavalable-remote-disk-disconnected,"['azure', 'kubernetes', 'azure-aks']","After update Azure Kubernetes Service to latest version I got a problem with one of AKS NODEPOOL VMS
Resource health - Remote disk disconnected (Unplanned)
So I need to find the way make it working ...",2023-07-27 10:34:30Z,0,0,16,False,False,False
76778833,Create a copy of the default Kubernetes Endpoint,https://stackoverflow.com/questions/76778833/create-a-copy-of-the-default-kubernetes-endpoint,"['kubernetes', 'service', 'endpoint', 'kube-proxy']","I want to create a copy of the Default Kubernetes Endpoint associated with the default Kubernetes SVC. I also want to have the same list of subsets.addresses as the default Endpoint.
In order to ...",2023-07-27 10:28:31Z,0,0,11,False,False,False
