QuestionId,Title,Link,Tags,Content,Time,Votes,Answers,Views,Accepted,Detailed,Definitive
74854205,How do I properly deploy and serve a react micro frontend to minikube?,https://stackoverflow.com/questions/74854205/how-do-i-properly-deploy-and-serve-a-react-micro-frontend-to-minikube,"['kubernetes', 'webpack', 'minikube', 'micro-frontend', 'webpack-module-federation']","I'm new to kubernetes and wanted to create a proof of concept with micro frontends. I'm trying to deploy my containerised frontend to Minikube, but unfortunately it isn't able to load properly, even ...",2022-12-19 17:54:09Z,0,1,134,False,False,False
74853900,unable to create PVC after upgrading cluster to 1.23,https://stackoverflow.com/questions/74853900/unable-to-create-pvc-after-upgrading-cluster-to-1-23,"['amazon-web-services', 'kubernetes', 'amazon-eks', 'kubernetes-pvc']","I upgraded an EKS from 1.20 to 1.23 and then created the EBS CSI driver.  (according to the instructions I should have done this step prior to upgrading)
After the upgrade existing volumes are fine, ...",2022-12-19 17:23:51Z,0,0,568,False,False,False
74853747,How to trace the code of kubernetes scheduler?,https://stackoverflow.com/questions/74853747/how-to-trace-the-code-of-kubernetes-scheduler,"['go', 'kubernetes', 'backend']","I want to developed a custom kubernetes scheduler plugin. To have an initial idea for implemention, I checked another plugin like node affinity from here,
but checking code alone is not enough.
My ...",2022-12-19 17:10:39Z,1,0,31,False,False,False
74853687,Azure AKS Redis deployments,https://stackoverflow.com/questions/74853687/azure-aks-redis-deployments,"['kubernetes', 'azure-devops', 'redis', 'azure-aks']","I want to make a Redis instance for my namespaces. I use Azure AKS.I have default, dev, qa and stg namespaces.I already have deployed the Redis in default namespace but after that is impossible to ...",2022-12-19 17:04:21Z,0,1,66,True,False,False
74853460,Issue with Grafana exposition with Nginx Ingress and subpath. Error: If you're seeing this Grafana has failed to load its application files,https://stackoverflow.com/questions/74853460/issue-with-grafana-exposition-with-nginx-ingress-and-subpath-error-if-youre-s,"['kubernetes', 'kubernetes-helm', 'grafana', 'nginx-ingress']","I try to expose Grafana thanks to Nginx ingress and behind a url subpath.
First I deploy the nginx ingress controller Helm chart (version ingress-nginx-4.3.0)
I installed it with helm kube-prometheus-...",2022-12-19 16:44:31Z,1,0,399,False,False,False
74853443,How to integrate Hashicorp vault to a third party application which is deployed on kubernetes?,https://stackoverflow.com/questions/74853443/how-to-integrate-hashicorp-vault-to-a-third-party-application-which-is-deployed,"['kubernetes', 'bitnami', 'hashicorp-vault']",I am using Bitnami postgresql for my application which is deployed on my on-prem k8 cluster. Bitnami provides a helm chart where I can configure admin creds in values.yaml file. For example I mention ...,2022-12-19 16:43:13Z,0,0,40,False,False,False
74852761,haproxy starts empty (without tcp service section),https://stackoverflow.com/questions/74852761/haproxy-starts-empty-without-tcp-service-section,"['kubernetes', 'haproxy', 'haproxy-ingress']","we use haproxy-ingress v0.13.6 (HA-Proxy version 2.3.17-d1c9119 2022/01/11) (and the previous haproxy-ingress versions performed the same) on k8s 1.19
and from time to time we have a problem when ...",2022-12-19 15:43:33Z,0,0,98,False,False,False
74851196,Managing TLS certs on GCP marketplace for kubernetes apps,https://stackoverflow.com/questions/74851196/managing-tls-certs-on-gcp-marketplace-for-kubernetes-apps,"['kubernetes', 'google-cloud-platform', 'google-cloud-marketplace']","I am working on packaging our kubernetes application to be listed on GCP Marketplace.
I am stuck at passing TLS from the GCP marketplace UI to our kubernetes application.
Wrote schema to take ...",2022-12-19 13:26:37Z,0,0,40,False,False,False
74851031,How can I put a Kubernetes Secret in a Cronjob curl command?,https://stackoverflow.com/questions/74851031/how-can-i-put-a-kubernetes-secret-in-a-cronjob-curl-command,"['java', 'spring', 'kubernetes', 'yaml', 'el']","In kubernetes I have a secret defined, and in my deploy-templates YAML files, I have that secret set as ${mySecret}.
I am trying to create a CronJob that uses the following CURL to run the Job with ...",2022-12-19 13:13:06Z,0,1,578,False,False,False
74850944,Run MongoDB in Kubernetes with Keyfile,https://stackoverflow.com/questions/74850944/run-mongodb-in-kubernetes-with-keyfile,"['mongodb', 'kubernetes', 'configmap', 'statefulset']","i try to run a mongodb within a kubernetes cluster secured with a keyFile. For this, i created a simple statefulset and a configmap, where i stored the keyfile:
apiVersion: apps/v1
kind: StatefulSet
...",2022-12-19 13:05:29Z,1,2,336,True,False,False
