QuestionId,Title,Link,Tags,Content,Time,Votes,Answers,Views,Accepted,Detailed,Definitive
68038839,Kubernetes - Request CPU & Limit CPU issue,https://stackoverflow.com/questions/68038839/kubernetes-request-cpu-limit-cpu-issue,['kubernetes'],"I have a pod in kubernetes with the request CPU 100m and Limit cpu with 4000m.
The application spins up 500+ threads and it works fine. The application becomes unresponsive during heavy load and could ...",2021-06-18 16:49:10Z,0,1,443,True,False,False
68038718,deploy Mirantis Kubernetes Engine in VirtualBox,https://stackoverflow.com/questions/68038718/deploy-mirantis-kubernetes-engine-in-virtualbox,"['docker', 'kubernetes', 'ssh']","I try to deploy Mirantis Kubernetes Engine in my VirtualBox (ubuntu).
I make a yaml file like this:
apiVersion: launchpad.mirantis.com/mke/v1.4
kind: mke
metadata:
  name: my-mke-cluster
spec:
  hosts:...",2021-06-18 16:38:47Z,3,1,63,True,False,False
68038670,Kubernetes Pod Stuck in Pending Without Indicating Any Reason,https://stackoverflow.com/questions/68038670/kubernetes-pod-stuck-in-pending-without-indicating-any-reason,"['kubernetes', 'ubuntu-18.04', 'kubectl', 'kubernetes-pod', 'kubernetes-jobs']","We are using client-go to create kubernetes jobs and deployments. Today in one of our cluster (kubernetes v1.18.19), I encounter below weird problem.
Pods of kubernetes Job are always stuck in Pending ...",2021-06-18 16:34:35Z,1,1,1000,False,False,False
68037678,How to increase dockerhub rate limits within kubeless?,https://stackoverflow.com/questions/68037678/how-to-increase-dockerhub-rate-limits-within-kubeless,"['kubernetes', 'dockerhub', 'rate-limiting', 'kubeless']","I have a kubeless version of v1.0.8 and I am building a machine learning mechanism that requires functions autoscaling on demand (approximately requests the generation of 100 pods per hour).
Being an ...",2021-06-18 15:18:13Z,1,2,205,False,False,False
68037605,Kubernetes Service Resource needs Deployment Resource Manifest to be applied first in order to forward traffic,https://stackoverflow.com/questions/68037605/kubernetes-service-resource-needs-deployment-resource-manifest-to-be-applied-fir,"['kubernetes', 'fiware-orion']","I have the following yaml manifest for the deployment of Orion NGSI Context Broker Pub/Sub mechanism:
apiVersion: apps/v1
kind: Deployment
metadata:
    name: orion
    namespace: kostas
    labels:
  ...",2021-06-18 15:13:03Z,0,0,57,False,False,False
68037445,503 service unavailable- Is there any issue with my ingress.yaml file?,https://stackoverflow.com/questions/68037445/503-service-unavailable-is-there-any-issue-with-my-ingress-yaml-file,"['java', 'spring-boot', 'kubernetes', 'kubernetes-helm', 'kubernetes-pod']","Please bear with me. I may sound silly. But, I am very new to K8s and don't know much about writing its yaml files.
I have deployed one Spring Boot application as a pod to k8s cluster via its helm ...",2021-06-18 15:01:49Z,0,1,505,True,False,False
68035950,Private Gitlab Runner for code quality without Docker-in-Docker,https://stackoverflow.com/questions/68035950/private-gitlab-runner-for-code-quality-without-docker-in-docker,"['docker', 'kubernetes', 'gitlab', 'gitlab-ci', 'gitlab-ci-runner']",I want to run the code quality widget in our repo. Actually i want to register an gitlab runner on my kubernetes cluster to execute docker builds. I am trying to install the gitlab runner via ...,2021-06-18 13:22:46Z,0,1,670,False,False,False
68035633,How can I create different auth-type for different target in ingress controller?,https://stackoverflow.com/questions/68035633/how-can-i-create-different-auth-type-for-different-target-in-ingress-controller,"['amazon-web-services', 'kubernetes', 'amazon-eks']","I am deploying a EKS cluster to AWS and using alb ingress controller points to my K8S service. The ingress spec is shown as below.
There are two targets path: /* and path: /es/*. And I also configured ...",2021-06-18 13:00:50Z,2,2,727,True,False,False
68035104,How do i copy or manage multiple grafana instances on kubernetes?,https://stackoverflow.com/questions/68035104/how-do-i-copy-or-manage-multiple-grafana-instances-on-kubernetes,"['kubernetes', 'prometheus', 'kubernetes-helm', 'grafana', 'prometheus-operator']","I'm trying to copy some grafana dashboards between multiple kubernetes environments (dev, test, prod...). In order to do it, i was trying to practice this with an instance of grafana from the kube-...",2021-06-18 12:21:56Z,1,0,365,False,False,False
68034771,Create multiple configmaps on kubernetes with using yaml files,https://stackoverflow.com/questions/68034771/create-multiple-configmaps-on-kubernetes-with-using-yaml-files,"['kubernetes', 'kubernetes-helm', 'configmap']","I have a few yaml files that contains some values. I want to read that files while helm deploying and create configmaps for each of them.
I've added config file under the helm charts. ( Same level ...",2021-06-18 11:58:25Z,1,1,1000,True,False,False
