QuestionId,Title,Link,Tags,Content,Time,Votes,Answers,Views,Accepted,Detailed,Definitive
65527852,"jobs.batch is forbidden: User ' '""system:serviceaccount:default:default"" cannot list resource ""jobs"" in API group ""batch"" in the namespace ""default""",https://stackoverflow.com/questions/65527852/jobs-batch-is-forbidden-user-systemserviceaccountdefaultdefault-cannot,"['node.js', 'kubernetes']","I am using Kubernetes javascript client with, in-cluster configurations to interact with the cluster.
I am trying to get the list of jobs
app.js(Node)
app.get(""/"", (req, res) => {
  ...",2021-01-01 07:01:09Z,5,1,11k,True,False,False
65525654,"Can a Pod with an affinity for one node's label, but without a toleration for that node's taint, mount to that node?",https://stackoverflow.com/questions/65525654/can-a-pod-with-an-affinity-for-one-nodes-label-but-without-a-toleration-for-th,['kubernetes'],"Say you have Node1 with taint node1taint:NoSchedule and label node1specialkey=asdf.
And Node2 with no taints.
Then you create PodA with affinity to Node1:
    apiVersion: v1
    kind: Pod
    metadata:...",2020-12-31 21:24:55Z,0,1,121,False,False,False
65523064,Using self-signed certificates in nginx Ingress,https://stackoverflow.com/questions/65523064/using-self-signed-certificates-in-nginx-ingress,"['nginx', 'ssl', 'kubernetes', 'nginx-ingress', 'client-certificates']","I'm migrating services into a kubernetes cluster on minikube, these services require a self-signed certificate on load, accessing the service via NodePort works perfectly and demands the certificate ...",2020-12-31 15:59:45Z,3,1,5k,False,False,False
65522840,Trusting self signed certificate inside pod,https://stackoverflow.com/questions/65522840/trusting-self-signed-certificate-inside-pod,"['ssl', 'kubernetes', 'openshift', 'devops', 'self-signed-certificate']",In our company's internal network we have self-signed certificates used for applications that runs on DEV or staging environments. For our local machines it's already trusted because Active Directory ...,2020-12-31 15:38:23Z,1,2,2k,False,False,False
65522661,Running kubectl patch --local fails due to missing config,https://stackoverflow.com/questions/65522661/running-kubectl-patch-local-fails-due-to-missing-config,"['kubernetes', 'kubectl', 'github-actions']",I have a GitHub Actions workflow that substitutes value in a deployment manifest. I use kubectl patch --local=true to update the image. This used to work flawlessly until now. Today the workflow ...,2020-12-31 15:19:03Z,0,4,2k,True,False,False
65522351,GKE automated pod recycling ideas,https://stackoverflow.com/questions/65522351/gke-automated-pod-recycling-ideas,"['kubernetes', 'google-cloud-platform', 'google-kubernetes-engine']","I'm thinking of a solution to do a rolling update on a schedule without really releasing something. I was thinking of an ENV variable change through kubectl patch to kick off the update in GKE.
The ...",2020-12-31 14:49:42Z,0,1,271,True,False,False
65522005,Can long waiting threads throttle cpu in kubernetes?,https://stackoverflow.com/questions/65522005/can-long-waiting-threads-throttle-cpu-in-kubernetes,"['java', 'spring-boot', 'kubernetes']","Can multiple long waiting threads (blocked on remote rest call response, non cpu-bound) throttle CPU ?
This cpu throttle causes leads to pod restart as health check response takes time to respond.",2020-12-31 14:16:59Z,0,1,315,True,False,False
65521738,"Istio return ""RBAC: access denied"" with wildcard path",https://stackoverflow.com/questions/65521738/istio-return-rbac-access-denied-with-wildcard-path,"['java', 'spring', 'kubernetes', 'istio']","Istio has returning ""RBAC: access denied"" when use wildcard path in ""AuthorizationPolicy"", see files:
api-key-test-authorization.yml
apiVersion: security.istio.io/v1beta1
kind: ...",2020-12-31 13:48:03Z,2,1,2k,False,False,False
65521213,Old ReplicaSet not getting replaced by new ReplicaSet after an kubectl edit,https://stackoverflow.com/questions/65521213/old-replicaset-not-getting-replaced-by-new-replicaset-after-an-kubectl-edit,"['kubernetes', 'replicaset', 'kubernetes-deployment']","I am creating a deployment using this yaml file. It creates a replica of 4 busybox pods. All fine till here.
But when I edit this deployment using the command kubectl edit deployment my-dep2, only ...",2020-12-31 12:58:25Z,2,3,3k,False,False,False
65520637,How to access Kubernetes cluster nodes in WSL,https://stackoverflow.com/questions/65520637/how-to-access-kubernetes-cluster-nodes-in-wsl,"['kubernetes', 'windows-subsystem-for-linux', 'docker-desktop']","I have setup a kubernetes cluster using WSL (Ubuntu 20.x) and Docker Desktop using below blog
https://kubernetes.io/blog/2020/05/21/wsl-docker-kubernetes-on-the-windows-desktop/
I created a 3 node ...",2020-12-31 12:00:53Z,1,1,2k,False,False,False
