QuestionId,Title,Link,Tags,Content,Time,Votes,Answers,Views,Accepted,Detailed,Definitive
76949187,Persisting Client IP address in rest apis deployed in AKS,https://stackoverflow.com/questions/76949187/persisting-client-ip-address-in-rest-apis-deployed-in-aks,"['kubernetes', 'networking', 'azure-aks']","Persisting Client IP address in rest apis deployed in AKS.
Is there any setup to be done at AKS level to persist client IP address?
Currently AKS cluster ip is assigned to client IP address in meta ...",2023-08-21 23:08:40Z,0,0,5,False,False,False
76949101,JSON related error (maybe) on kubectl patch serviceaccount,https://stackoverflow.com/questions/76949101/json-related-error-maybe-on-kubectl-patch-serviceaccount,"['kubernetes', 'kubectl']","I'm following this digital ocean tutorial and while running the steps, I've run in to an error regarding JSON.
No matter what I pass for -p, I always get the given error. Why? I'm on windows? ...",2023-08-21 22:41:15Z,0,0,8,False,False,False
76948566,istio API aggregation gateway,https://stackoverflow.com/questions/76948566/istio-api-aggregation-gateway,"['kubernetes', 'istio', 'istio-gateway', 'istio-sidecar']","I have kubernetes and use istio. Can you tell me if istio can API aggregation gateway?
When we make a query on a url, istio makes queries to different microservices and gives a single aggregated ...",2023-08-21 20:34:51Z,-2,0,9,False,False,False
76948542,Kubernetes - how to wait for initContainers to complete initialization,https://stackoverflow.com/questions/76948542/kubernetes-how-to-wait-for-initcontainers-to-complete-initialization,['kubernetes'],"I have several deployment manifest files corresponding to different pods. One of them has an initContainer that executes a specific job, upon which all dependent pods rely.
How can the other pods wait ...",2023-08-21 20:29:28Z,0,0,9,False,False,False
76948507,"PHP-FPM, NGINX and Supervisor setup on Kubernetes",https://stackoverflow.com/questions/76948507/php-fpm-nginx-and-supervisor-setup-on-kubernetes,"['php', 'laravel', 'kubernetes', 'nginx', 'supervisord']","I'm doing a migration of a Laravel Project from a docker-compose format to Kubernetes. I'm looking into a lot of approaches to run the project on Kubernetes, but I'm concerned about what should be the ...",2023-08-21 20:23:19Z,0,1,20,False,False,False
76948217,How to inject a json config using Helm?,https://stackoverflow.com/questions/76948217/how-to-inject-a-json-config-using-helm,"['json', 'kubernetes', 'gitlab', 'yaml', 'kubernetes-helm']","I have an application which needs to inject various config from GitLab CI/CD variables.
Config is structured like this which is set up as a Gitlab CI/CD variable DEPLOYTIMECONFIG. It needs to be ...",2023-08-21 19:29:18Z,0,0,7,False,False,False
76947619,Logging system calls of external Process created by Java with Seccomp,https://stackoverflow.com/questions/76947619/logging-system-calls-of-external-process-created-by-java-with-seccomp,"['java', 'kubernetes', 'system-calls', 'processbuilder', 'seccomp']",I would like to log all system calls made by a Java application and the processes started from the application with a Seccomp profile. Im running the applcation within a Kubernetes pod and supplying ...,2023-08-21 17:45:59Z,0,0,11,False,False,False
76946955,add new attribute to helm template,https://stackoverflow.com/questions/76946955/add-new-attribute-to-helm-template,"['kubernetes', 'kubernetes-helm', 'yq']","I need to add an attribute subdomain to a pod in a deployment template file, and to add it , I used yq for that , and here it is
yq4 eval --inplace '.spec.template.spec +=  {""subdomain"": &...",2023-08-21 15:59:02Z,0,0,19,False,False,False
76946677,What causes Azure to say CoreDNS has become unavailable?,https://stackoverflow.com/questions/76946677/what-causes-azure-to-say-coredns-has-become-unavailable,"['azure', 'kubernetes', 'coredns']","Started in the middle of the night last night. All services and databases seem healthy up to this point.
At Monday, August 21, 2023 at 3:43:33 AM MDT, the Azure monitoring system received the ...",2023-08-21 15:20:13Z,0,0,13,False,False,False
76946368,Why does the helm operation pod pull the wrong image?,https://stackoverflow.com/questions/76946368/why-does-the-helm-operation-pod-pull-the-wrong-image,"['kubernetes', 'kubernetes-helm', 'rancher']","I am installing the rancher chart with helm and there is a section in the values.yaml of that chart that you could specify the default registry:
systemDefaultRegistry:
So when I specified a registry ...",2023-08-21 14:41:32Z,0,0,17,False,False,False
76946329,Start Spring Batch on Kubernetes from another Spring Boot pod,https://stackoverflow.com/questions/76946329/start-spring-batch-on-kubernetes-from-another-spring-boot-pod,"['java', 'spring', 'spring-boot', 'kubernetes']","I have here an application that contains multiple pods running regular Spring Boot microservices on a Kubernetes cluster.
There are also some further pods containing Spring Batch applications. ...",2023-08-21 14:36:21Z,-2,0,11,False,False,False
